serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAZM0OELA,2016-10-25T00:00:00.000,LEELIN BAKERY AND CAFE (LOS ANGELES),96,A,1,ROUTINE INSPECTION,EE0001003,207 S VERMONT AVE,LOS ANGELES,FA0164549,CA,90004,OW0127886,"LEELIN ENTERPRISES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LEELIN BAKERY AND CAFE (LOS ANGELES),ACTIVE,PR0152831
DABH70NG3,2015-10-08T00:00:00.000,55 DEGREE WINE,95,A,1,ROUTINE INSPECTION,EE0000523,3111 GLENDALE BLVD STE 2,LOS ANGELES,FA0056687,CA,90039,OW0005474,"BURBANK INVESTMENT GROUP, IN",RESTAURANT (0-30) SEATS MODERATE RISK,1631,55 DEGREE WINE,INACTIVE,PR0046232
DALT5AU53,2017-02-15T00:00:00.000,CANTON CHEF EXPRESS,95,A,1,ROUTINE INSPECTION,EE0000723,4934 W PICO BLVD,LOS ANGELES,FA0059114,CA,90019,OW0014206,"GUAN, LI XIAN",RESTAURANT (0-30) SEATS HIGH RISK,1632,CANTON CHEF EXPRESS,ACTIVE,PR0035836
DAJ1B0RSP,2015-12-29T00:00:00.000,ST VINCENT DELI,99,A,1,ROUTINE INSPECTION,EE0000721,650 S HILL ST STE S2,LOS ANGELES,FA0048528,CA,90014,OW0027070,"OZ, NORAYR",RESTAURANT (0-30) SEATS HIGH RISK,1632,ST. VINCENT DELI-PREP KITCHEN,ACTIVE,PR0119944
DAI71843I,2016-06-23T00:00:00.000,WHAT THE FUNNEL,92,A,1,ROUTINE INSPECTION,EE0000721,1070 WILSHIRE BLVD,LOS ANGELES,FA0224696,CA,90017,OW0229212,"WHAT THE FUNNEL, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,WHAT THE FUNNEL,INACTIVE,PR0179957
DA42A0EE9,2016-03-18T00:00:00.000,MOM'S BBQ,92,A,1,ROUTINE INSPECTION,EE0000728,1050 W IMPERIAL HWY,LOS ANGELES,FA0025469,CA,90044,OW0029487,RAMIREZ RIGOBERTO,RESTAURANT (0-30) SEATS HIGH RISK,1632,MOM'S BBQ,ACTIVE,PR0013116
DAJQDDTOX,2016-01-11T00:00:00.000,ADILENE'S CANDY,97,A,1,ROUTINE INSPECTION,EE0001026,4501 S ALAMEDA ST,LOS ANGELES,FA0004927,CA,90058,OW0011229,"ESCOBAR, HERNAN ENRIQUE ROJO","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,ADILENE'S CANDY,INACTIVE,PR0038798
DA0WWNI9T,2016-06-22T00:00:00.000,ACAPULCO RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000904,4444 W SUNSET BLVD,LOS ANGELES,FA0002784,CA,90027,OW0030315,RM ACAPULCO RESTAURANTS LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ACAPULCO RESTAURANT,INACTIVE,PR0018812
DA1ALFZEP,2018-01-05T00:00:00.000,CIELITO LINDO MEAT MARKET,92,A,1,ROUTINE INSPECTION,EE0000724,7900 S COMPTON AVE,LOS ANGELES,FA0015208,CA,90001,OW0020765,"LARIOS, MARICELA","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,CIELITO LINDO MEAT MARKET,ACTIVE,PR0012411
DA40SERF4,2017-04-18T00:00:00.000,MAXWELL CAFE WAREHOUSE,90,A,1,ROUTINE INSPECTION,EE0000953,13329 W WASHINGTON BLVD,LOS ANGELES,FA0066599,CA,90066,OW0004557,BEVERLY CENTER NOVEL LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,MAXWELL CAFE,ACTIVE,PR0016102
DADKTE4I1,2017-10-25T00:00:00.000,STAPLES CENTER (LEVY),95,A,1,ROUTINE INSPECTION,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,STAND 109,ACTIVE,PR0038679
DAM38M26G,2017-11-07T00:00:00.000,J MARKET,92,A,1,ROUTINE INSPECTION,EE0000912,1119 N WESTERN AVE # B,LOS ANGELES,FA0243708,CA,90029,OW0238964,MOHAMMAD SHAHIDUL ISLAM,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,J MARKET,ACTIVE,PR0191942
DAH9TQXUO,2017-05-02T00:00:00.000,PLAN CHECK,91,A,1,ROUTINE INSPECTION,EE0000375,1800 SAWTELLE BLVD,LOS ANGELES,FA0044820,CA,90025,OW0028688,PLAN CHECK SAWTELLE LP,RESTAURANT (61-150) SEATS HIGH RISK,1638,PLAN CHECK,ACTIVE,PR0019860
DAPHOKBF1,2018-01-10T00:00:00.000,AGUILAR MARKET,93,A,1,ROUTINE INSPECTION,EE0000912,5171 SANTA MONICA BLVD,LOS ANGELES,FA0002958,CA,90029,OW0006795,"CERVANTES, VIRGINIA","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,AGUILAR MARKET,ACTIVE,PR0030686
DASVK1USV,2017-07-24T00:00:00.000,ENTERTAINMENT WEEKLY NEWS,99,A,1,ROUTINE INSPECTION,EE0000122,400 WORLD WAY,LOS ANGELES,FA0022125,CA,90045,OW0020924,"LAX RETAIL MAGIC 2, JV","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,ENTERTAINMENT WEEKLY NEWS,ACTIVE,PR0001768
DAPEL54CP,2017-09-14T00:00:00.000,MH ZH,86,B,1,ROUTINE INSPECTION,EE0000904,3536 W SUNSET BLVD,LOS ANGELES,FA0248271,CA,90026,OW0242727,STERLING + OAK INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,MH ZH,ACTIVE,PR0196923
DAPPEPYWD,2018-01-05T00:00:00.000,GARCONS DE CAFE,96,A,1,ROUTINE INSPECTION,EE0000721,541 S SPRING ST # 114,LOS ANGELES,FA0251976,CA,90013,OW0245826,KC INVESTMENT LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,GARCONS DE CAFE,ACTIVE,PR0201189
DARRU0J1O,2016-11-02T00:00:00.000,PANERA BREAD,97,A,1,ROUTINE INSPECTION,EE0000043,10990 JEFFERSON BLVD,LOS ANGELES,FA0166833,CA,90230,OW0129925,"MANNA LA, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,PANERA BREAD,ACTIVE,PR0157163
DA28RWP79,2017-11-29T00:00:00.000,STAPLES CENTER (LEVY),97,A,1,ROUTINE INSPECTION,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,EVENTS SUITES PANTRY,ACTIVE,PR0040160
DA7TZJX4I,2018-01-12T00:00:00.000,STARBUCKS #24851,98,A,1,ROUTINE INSPECTION,EE0000923,2720 N GRIFFITH PARK BLVD,LOS ANGELES,FA0241552,CA,90027,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (31-60) SEATS LOW RISK,1633,STARBUCKS #24851,ACTIVE,PR0189675
DA0P3UKYU,2017-08-30T00:00:00.000,JULIE'S PIZZERIA,96,A,1,ROUTINE INSPECTION,EE0000911,11140 PALMS BLVD,LOS ANGELES,FA0064573,CA,90034,OW0039352,WUNG JULIE,RESTAURANT (0-30) SEATS HIGH RISK,1632,JULIE'S PIZZERIA,ACTIVE,PR0028519
DAW6U0OJS,2016-03-28T00:00:00.000,HAN MI JUNG,90,A,1,ROUTINE INSPECTION,EE0000723,4100 W PICO BLVD STE #12,LOS ANGELES,FA0016265,CA,90019,OW0019129,KIM SHIN HO,RESTAURANT (31-60) SEATS HIGH RISK,1635,HAN MI JUNG,ACTIVE,PR0018810
DA6MBINZD,2016-02-17T00:00:00.000,SEOUL FRUIT,99,A,1,ROUTINE INSPECTION,EE0000854,3525 W 8TH ST,LOS ANGELES,FA0202948,CA,90005,OW0208219,MYEONG JA JANG,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,SEOUL FRUIT,INACTIVE,PR0175256
DADGRSCKI,2018-03-07T00:00:00.000,SHRINE AUDITIRIUM,95,A,1,ROUTINE INSPECTION,EE0000707,649 W JEFFERSON BLVD,LOS ANGELES,FA0047731,CA,90007,OW0101369,WOLFGANG PUCK CATERING & EVENTS,RESTAURANT (0-30) SEATS HIGH RISK,1632,KITCHEN,ACTIVE,PR0018703
DAOSCJVLS,2015-10-14T00:00:00.000,EL VALLE OAXAQUENO INC.,90,A,1,ROUTINE INSPECTION,EE0000884,1601 S VERMONT AVE STE #106,LOS ANGELES,FA0021624,CA,90006,OW0010907,EL VALLE OAXAQUENO INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,EL VALLE OAXAQUENO INC.,ACTIVE,PR0004878
DALTUUXYF,2016-01-05T00:00:00.000,LYRIC CAFE,93,A,1,ROUTINE INSPECTION,EE0000904,2106 HYPERION AVE,LOS ANGELES,FA0172428,CA,90027,OW0179460,MARK KEVIN SHERMAN,RESTAURANT (31-60) SEATS MODERATE RISK,1634,LYRIC CAFE,ACTIVE,PR0164988
DAAZ14AER,2018-05-23T00:00:00.000,GNC #2542,100,A,1,ROUTINE INSPECTION,EE0000723,4550 W PICO BLVD # C304,LOS ANGELES,FA0138747,CA,90019,OW0009469,DASWAN CORP,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,GNC,ACTIVE,PR0123109
DAKNYRSCO,2017-06-22T00:00:00.000,PICO RICA RICO,94,A,1,ROUTINE INSPECTION,EE0000884,2704 W PICO BLVD,LOS ANGELES,FA0020826,CA,90006,OW0099392,"UMANZOR, FRANCISCO",RESTAURANT (31-60) SEATS HIGH RISK,1635,PICO RICA RICO,ACTIVE,PR0038917
DAHPQCAD3,2018-07-23T00:00:00.000,MINI MARKET MARTHA'S 99,95,A,1,ROUTINE INSPECTION,EE0000557,508 S ROWAN AVE,LOS ANGELES,FA0040803,CA,90063,OW0008509,"COLLADO, MARTHA ALICIA S","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,MINI MARKET MARTHA'S 99,ACTIVE,PR0042533
DACE1WLCH,2016-04-27T00:00:00.000,MILENA BAKERY,95,A,1,ROUTINE INSPECTION,EE0000857,5216 W SUNSET BLVD,LOS ANGELES,FA0175503,CA,90027,OW0182053,MILENA BAKERY INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,MILENA BAKERY,INACTIVE,PR0168657
DAP8BM480,2018-05-01T00:00:00.000,PIZZA GO,93,A,1,ROUTINE INSPECTION,EE0000869,4200 W 3RD ST,LOS ANGELES,FA0044129,CA,90020,OW0003484,"AWH, JAMES",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA GO,ACTIVE,PR0015682
DA8FWTZMH,2017-04-06T00:00:00.000,PAZZO PIZZERIA,85,B,1,ROUTINE INSPECTION,EE0000338,11104 W OLYMPIC BLVD,LOS ANGELES,FA0043543,CA,90064,OW0021774,"LIM, DANIEL",RESTAURANT (0-30) SEATS HIGH RISK,1632,PAZZO PIZZERIA,ACTIVE,PR0039900
DAMWGLNFS,2017-07-19T00:00:00.000,CAFE PRIMO,71,C,1,ROUTINE INSPECTION,EE0000721,612 S FLOWER ST,LOS ANGELES,FA0006951,CA,90017,OW0029036,PRINO HOSPITALITY GROUP INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,CAFE PRIMO,INACTIVE,PR0035589
DAGR6MOX7,2017-05-02T00:00:00.000,YOSHINOYA #1239,96,A,1,ROUTINE INSPECTION,EE0001025,539 E FLORENCE AVE # C,LOS ANGELES,FA0041763,CA,90003,OW0101581,"YOSHINOYA AMERICA, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,YOSHINOYA #1239,ACTIVE,PR0046871
DABTEA0PE,2018-04-25T00:00:00.000,CARL'S JR #8388,97,A,1,ROUTINE INSPECTION,EE0000884,2110 7TH ST,LOS ANGELES,FA0158096,CA,90057,OW0123195,NEW HORIZON FOODS LLC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARL'S JR #8388,ACTIVE,PR0146186
DACQGO90A,2017-07-13T00:00:00.000,BIRRIERIA CHALIO,82,B,1,ROUTINE INSPECTION,EE0000557,3580 E 1ST ST,LOS ANGELES,FA0005767,CA,90063,OW0022500,"LUIS, MARIA J",RESTAURANT (61-150) SEATS HIGH RISK,1638,BIRRIERIA CHALIO,ACTIVE,PR0031076
DAE8ASFVD,2015-09-23T00:00:00.000,BAJA BUDS,94,A,1,ROUTINE INSPECTION,EE0000144,11205 NATIONAL BLVD,LOS ANGELES,FA0007973,CA,90064,OW0024319,MEXICAN VENTURES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BAJA BUDS,ACTIVE,PR0019423
DAL03YA0Z,2015-10-08T00:00:00.000,HOTEL FIGUEROA,93,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000720,939 S FIGUEROA ST,LOS ANGELES,FA0163106,CA,90015,OW0126776,"LA-FIG LEASING OWNER, LLC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,FIG CAFE,INACTIVE,PR0163901
DA3NP6WSW,2016-06-06T00:00:00.000,FARSI CAFE,90,A,1,ROUTINE INSPECTION,EE0000684,1916 WESTWOOD BLVD,LOS ANGELES,FA0138440,CA,90025,OW0101795,AZAR & TAVAKOLI CORPORATION,RESTAURANT (61-150) SEATS HIGH RISK,1638,FARSI CAFE,ACTIVE,PR0122758
DAGZBAPHB,2017-09-28T00:00:00.000,LA CONVENTION CENTER,97,A,1,ROUTINE INSPECTION,EE0000633,1201 S FIGUEROA ST,LOS ANGELES,FA0156500,CA,90015,OW0121804,LEVY PREMIUM FOOD SERVICE LP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA CONVENTION CENTER STAND 1,ACTIVE,PR0151553
DA0YI0JDG,2016-02-12T00:00:00.000,SUPER ALBERT MEXICAN FOODS,95,A,1,ROUTINE INSPECTION,EE0000740,5189 ALHAMBRA AVE,LOS ANGELES,FA0177724,CA,90032,OW0183625,MARIANO MARTINEZ-GONZALEZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,SUPER ALBERT MEXICAN FOODS,INACTIVE,PR0170772
DAVF0JBM0,2017-10-18T00:00:00.000,HONG KONG BOWL,92,A,1,ROUTINE INSPECTION,EE0000724,1632 FIRESTONE BLVD,LOS ANGELES,FA0244693,CA,90001,OW0239869,LESLIE BUN CHHOUR,RESTAURANT (0-30) SEATS HIGH RISK,1632,HONG KONG BOWL,ACTIVE,PR0193029
DA3B7NVDK,2016-02-25T00:00:00.000,ESPRESSO PROFETA,90,A,1,ROUTINE INSPECTION,EE0001048,1129 GLENDON AVE,LOS ANGELES,FA0061820,CA,90024,OW0030794,"ROSNER, MARCUS","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,ESPRESSO PROFETA,INACTIVE,PR0043001
DAYQRQLHZ,2017-07-26T00:00:00.000,CHINESE TASTE,98,A,1,ROUTINE INSPECTION,EE0000740,1630 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0014853,CA,90033,OW0007581,"CHINESE TASTE-LA, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINESE TASTE,INACTIVE,PR0001621
DACHA5ASV,2016-09-27T00:00:00.000,AKI RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000375,11513 SANTA MONICA BLVD,LOS ANGELES,FA0005441,CA,90025,OW0001957,AKI RESTAURANT INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,AKI RESTAURANT,ACTIVE,PR0011103
DAZBZPZLM,2017-05-25T00:00:00.000,SUBWAY #28619,92,A,1,ROUTINE INSPECTION,EE0000523,3112 N GLENDALE BLVD,LOS ANGELES,FA0049819,CA,90039,OW0005591,C G INVESTMENTS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #28619,ACTIVE,PR0006641
DAQMQMDOR,2017-12-26T00:00:00.000,ADMIRALS CLUB,99,A,1,ROUTINE INSPECTION,EE0000122,400 WORLD WAY,LOS ANGELES,FA0004930,CA,90045,OW0125020,"AMERICAN AIRLINES, INC.",RESTAURANT (31-60) SEATS LOW RISK,1633,ADMIRALS CLUB CHAMPAGNE BAR,ACTIVE,PR0201945
DAXLRGNSK,2016-10-12T00:00:00.000,WHOLE FOODS MARKET,95,A,1,ROUTINE INSPECTION,EE0000924,11737 SAN VICENTE BLVD,LOS ANGELES,FA0055171,CA,90049,OW0038850,"WHOLE FOODS MARKET, INC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,WHOLE FOODS MARKET,ACTIVE,PR0025151
DAVKQS3XX,2016-08-23T00:00:00.000,MONZO,90,A,1,ROUTINE INSPECTION,EE0000360,329 E 1ST ST,LOS ANGELES,FA0067163,CA,90012,OW0024795,MON GROUP CALIFORNIA INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MONZO,ACTIVE,PR0011276
DAP0MV042,2016-02-09T00:00:00.000,CARNICERIA REGALO DE MICHOAC,95,A,1,ROUTINE INSPECTION,EE0000950,6077 E OLYMPIC BLVD,LOS ANGELES,FA0013288,CA,90022,OW0031333,"SALGADO, JOSE LUIS","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,CARNICERIA REGALO DE MICHOAC,INACTIVE,PR0002144
DAFEPMUM4,2017-07-27T00:00:00.000,DELANCEY,91,A,1,ROUTINE INSPECTION,EE0000828,5936 W SUNSET BLVD,LOS ANGELES,FA0060751,CA,90028,OW0009667,"DELANCEY VILLAGE, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,DELANCEY,ACTIVE,PR0004978
DAEYIC0DZ,2015-11-17T00:00:00.000,FRANK'S,93,A,1,ROUTINE INSPECTION,EE0000468,363 S FAIRFAX AVE # #A,LOS ANGELES,FA0062294,CA,90036,OW0020939,"LAZARO, SALVADOR",RESTAURANT (0-30) SEATS HIGH RISK,1632,FRANK'S,ACTIVE,PR0018220
DAQKSWR1Y,2015-09-18T00:00:00.000,JACK'N JILL TOO,90,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000659,8738 W 3RD ST,LOS ANGELES,FA0030900,CA,90048,OW0004592,"BEVERLY RESTAURANT GROUP,INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,JACK'N JILL TOO,INACTIVE,PR0028150
DA002S00V,2017-03-30T00:00:00.000,CRENSHAW LIVE SUPPER CLUB,86,B,1,ROUTINE INSPECTION,EE0000905,3888 CRENSHAW BLVD,LOS ANGELES,FA0010217,CA,90008,OW0014896,HARRIS LIONEL,RESTAURANT (151 + ) SEATS HIGH RISK,1641,CRENSHAW LIVE SUPPER CLUB,ACTIVE,PR0009801
DA0ZS2QW6,2017-11-08T00:00:00.000,BREAKAWAY BAKERY,98,A,1,ROUTINE INSPECTION,EE0000492,5264 W PICO BLVD,LOS ANGELES,FA0142456,CA,90019-4042,OW0105644,BREAKAWAY BAKERY LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BREAKAWAY BAKERY,ACTIVE,PR0129405
DAJVRCSWH,2018-04-26T00:00:00.000,CONTINENTAL BAKERY,84,B,1,ROUTINE INSPECTION,EE0001003,262 S NORMANDIE AVE,LOS ANGELES,FA0060237,CA,90004,OW0011210,ES ONE INCORPORATED,RESTAURANT (0-30) SEATS HIGH RISK,1632,CONTINENTAL BAKERY,ACTIVE,PR0039892
DASKZQQC0,2018-04-13T00:00:00.000,SMOOTHY JUICE,95,A,1,ROUTINE INSPECTION,EE0001058,833 N BROADWAY # A,LOS ANGELES,FA0251704,CA,90012,OW0245603,"JU&WEI, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SMOOTHY JUICE,ACTIVE,PR0200882
DA4MN2VV9,2017-12-09T00:00:00.000,GREEN ORANGE ICE CREAM,93,A,1,ROUTINE INSPECTION,EE0000725,12003 S AVALON BLVD STE #105,LOS ANGELES,FA0015765,CA,90061,OW0007812,"CHOI, YUNHO",RESTAURANT (0-30) SEATS MODERATE RISK,1631,GREEN ORANGE ICE CREAM,ACTIVE,PR0022838
DAJENJP2J,2015-09-03T00:00:00.000,A CAFE,95,A,1,ROUTINE INSPECTION,EE0000699,4001 WILSHIRE BLVD STE B,LOS ANGELES,FA0056956,CA,90010,OW0019524,"KIM, YONG HO",RESTAURANT (31-60) SEATS HIGH RISK,1635,A CAFE,ACTIVE,PR0000171
DAQUDQBCY,2018-07-16T00:00:00.000,HONG KONG EXPRESS,94,A,1,ROUTINE INSPECTION,EE0000721,261 E ADAMS BLVD,LOS ANGELES,FA0029170,CA,90011,OW0039490,YANG,RESTAURANT (0-30) SEATS HIGH RISK,1632,HONG KONG EXPRESS,ACTIVE,PR0022997
DA9ZXGKPA,2017-08-21T00:00:00.000,MCDONALD'S #1121,93,A,1,ROUTINE INSPECTION,EE0000729,7123 S CRENSHAW BLVD,LOS ANGELES,FA0066649,CA,90043,OW0010276,D BAILEY MANAGEMENT COMPANY,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MC DONALDS,INACTIVE,PR0003812
DAFYEZBJI,2015-09-16T00:00:00.000,ASIANYA,96,A,1,ROUTINE INSPECTION,EE0000144,11660 GATEWAY BLVD,LOS ANGELES,FA0004398,CA,90064,OW0010602,"E.H.P. INVESTMENTS, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,ASIANYA,ACTIVE,PR0027532
DAAOC06ZC,2015-12-30T00:00:00.000,MILENA BAKERY,91,A,1,ROUTINE INSPECTION,EE0000857,5216 W SUNSET BLVD,LOS ANGELES,FA0175503,CA,90027,OW0182053,MILENA BAKERY INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,MILENA BAKERY,INACTIVE,PR0168657
DA2TFOSP7,2018-07-05T00:00:00.000,ERIN MCKENNA'S BAKERY NYC,98,A,1,ROUTINE INSPECTION,EE0000828,236 N LARCHMONT BLVD,LOS ANGELES,FA0007771,CA,90004,OW0003635,BABY CAKES LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,ERIN MCKENNA'S BAKERY NYC,ACTIVE,PR0033565
DAMNMPPKT,2015-07-22T00:00:00.000,WORLD SEAFOOD,90,A,1,ROUTINE INSPECTION,EE0000724,1554 W FLORENCE AVE,LOS ANGELES,FA0041472,CA,90047,OW0033516,SONG JUNG JA,RESTAURANT (0-30) SEATS HIGH RISK,1632,WORLD SEAFOOD,ACTIVE,PR0031752
DAS8XSYVG,2017-09-28T00:00:00.000,TERRONI,99,A,1,ROUTINE INSPECTION,EE0000726,7605 BEVERLY BLVD,LOS ANGELES,FA0248677,CA,90036,OW0243042,TC1 BEVERLY LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,TERRONI,ACTIVE,PR0197449
DAYUDT5SS,2015-11-17T00:00:00.000,MI LINDO NAYARIT SEA FOOD,95,A,1,ROUTINE INSPECTION,EE0001073,1020 E FLORENCE AVE,LOS ANGELES,FA0040297,CA,90001,OW0029519,"RAMIREZ, ALICIA",RESTAURANT (31-60) SEATS HIGH RISK,1635,MI LINDO NAYARIT SEA FOOD,ACTIVE,PR0046610
DAA52TGMY,2016-02-03T00:00:00.000,URBAN RAMEN,91,A,1,ROUTINE INSPECTION,EE0000835,7300 W SUNSET BLVD STE #A,LOS ANGELES,FA0050491,CA,90046,OW0026567,"OECY COMPANY, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,URBAN RAMEN,ACTIVE,PR0043287
DACQFQ4HW,2017-12-14T00:00:00.000,FRESH AND MEATY BURGERS,80,B,1,ROUTINE INSPECTION,EE0000839,3016 W FLORENCE AVE,LOS ANGELES,FA0024042,CA,90043,OW0016321,"HOOD, WILLIE",RESTAURANT (0-30) SEATS MODERATE RISK,1631,FRESH AND MEATY BURGERS,ACTIVE,PR0025655
DATC7JDXY,2015-09-28T00:00:00.000,EL ARCA BAKERY RESTAURANT,91,A,1,ROUTINE INSPECTION,EE0000006,1818 W 54TH ST,LOS ANGELES,FA0020295,CA,90062,OW0100345,"EL ARCA BAKERY & RESTAURANT, LLC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,EL ARCA BAKERY RESTAURANT,ACTIVE,PR0010938
DAF5KMLLF,2016-11-29T00:00:00.000,THE GOLDEN STAE,99,A,1,ROUTINE INSPECTION,EE0000726,426 N FAIRFAX AVE,LOS ANGELES,FA0072284,CA,90036,OW0017206,J HOWARD LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,THE GOLDEN STAE,ACTIVE,PR0020580
DAQG5RPLS,2017-06-28T00:00:00.000,C&H DISCOUNT MARKET,96,A,1,ROUTINE INSPECTION,EE0001064,7611 S VERMONT AVE,LOS ANGELES,FA0058855,CA,90044,OW0005603,C&H HOUSE HOLD LLC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,C&H DISCOUNT MARKET,ACTIVE,PR0003595
DANHBPOUF,2015-12-23T00:00:00.000,THE FLAME BROILER,91,A,1,ROUTINE INSPECTION,EE0000594,2526 S FIGUEROA ST,LOS ANGELES,FA0072263,CA,90007,OW0035827,THFB INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,THE FLAME BROILER,ACTIVE,PR0041667
DAVJ9X0PK,2017-09-19T00:00:00.000,7-ELEVEN #13731-B,94,A,1,ROUTINE INSPECTION,EE0000911,3450 OVERLAND AVE,LOS ANGELES,FA0002319,CA,90034,OW0028798,"POMENO,HERBERT D","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,7-ELEVEN #13731-B,ACTIVE,PR0035733
DAHVI4CJ2,2017-01-24T00:00:00.000,INDIA'S GRILL,90,A,1,ROUTINE INSPECTION,EE0000659,428 S SAN VICENTE BLVD,LOS ANGELES,FA0230665,CA,90048,OW0234775,"LUCKYRICKY,INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,INDIA'S GRILL,ACTIVE,PR0186016
DAXE0MJXW,2016-01-26T00:00:00.000,JOSE BERNSTEIN'S,100,A,1,ROUTINE INSPECTION,EE0000911,935 BROXTON AVE,LOS ANGELES,FA0064476,CA,90024,OW0017255,JAAZ ENTERPRISES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,JOSE BERNSTEIN'S,INACTIVE,PR0002168
DAVJOUB91,2016-04-15T00:00:00.000,TRADER JOE'S #119,95,A,1,ROUTINE INSPECTION,EE0000144,3456 S SEPULVEDA BLVD,LOS ANGELES,FA0052446,CA,90034,OW0036363,TRADER JOES COMPANY INC.,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,TRADER JOE'S #119,ACTIVE,PR0047788
DA22EZWOH,2018-02-14T00:00:00.000,GELATERIA ULI,94,A,1,ROUTINE INSPECTION,EE0000468,8044 W 3RD ST,LOS ANGELES,FA0250786,CA,90048,OW0123870,GELATERIA ULI LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,GELATERIA ULI,ACTIVE,PR0199819
DASYMVI9T,2018-02-06T00:00:00.000,GOBI MONGOLIAN BBQ,94,A,1,ROUTINE INSPECTION,EE0000923,2827 W SUNSET BLVD,LOS ANGELES,FA0015232,CA,90026,OW0029796,RCCM INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,GOBI MONGOLIAN BBQ,ACTIVE,PR0035809
DA0MDXEEY,2015-09-02T00:00:00.000,TROPICAL FRUITS & JUICES,84,B,1,ROUTINE INSPECTION,EE0000923,5729 N FIGUEROA ST,LOS ANGELES,FA0053217,CA,90042,OW0015512,HIGHLAND PARK FLORIST INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TROPICAL FRUITS & JUICES,ACTIVE,PR0014584
